text,valence,arousal,dominance,emotion_label,source
"The first night I finally moved into my new place was very nice. I finally had my own spot, to myself, and the means to afford it comfortably. PLAYER: The first night I finally moved into my new place was very nice. I finally had my own spot, to myself, and the means to afford it comfortably. NPC: I know the feeling When you finally have your own place to do what you want.",0.68,0.25,0.58,content,empathetic
I accidentally took my friend's food and felt very embarrassed after. PLAYER: I accidentally took my friend's food and felt very embarrassed after. NPC: why? what did he do?,0.12,0.45,0.18,ashamed,empathetic
I am hopeful that I will get into law school this year. PLAYER: I am hopeful that I will get into law school this year. I studied really hard for it. NPC: I hope you do too. Sounds like you did well preparing.,0.68,0.48,0.62,hopeful,empathetic
Today I needed to take my dog to the vet but I couldn't so I asked my sister to go. I am sure she will be able to handle it. PLAYER: Today I needed to take my dog to the vet but I couldn't so I asked my sister to go. I am sure she will be able to handle it. NPC: Is your dog ok?,0.68,0.38,0.58,trusting,empathetic
I just ate the most disgusting thing ever!  PLAYER: I just ate the most disgusting thing ever! NPC: What did you eat?,0.15,0.68,0.42,disgusted,empathetic
"I misunderstood what someone said to me, I tried to help but in turn it all turned out awkward and the conversation went wrong. PLAYER: I misunderstood what someone said to me, I tried to help but in turn it all turned out awkward and the conversation went wrong. NPC: ah i know this feeling, how did the conversation go?",0.15,0.55,0.22,embarrassed,empathetic
"I was throwing away my old stuff when I came across my old toys but I could not throw them out because they meant so much to me. PLAYER: I was throwing away my old stuff when I came across my old toys but I could not throw them out because they meant so much to me. NPC: You shouldn't be so attached to your old stuff, you might end up a hoarder!",0.58,0.42,0.45,sentimental,empathetic
I am feeling anxious about my test tommorrow PLAYER: I am feeling anxious about my test tomorrow NPC: Oh no. Did you study for it?,0.15,0.72,0.28,anxious,empathetic
"I am terrified of spiders PLAYER: I am terrified of spiders, one time I saw one on my wall and stared at it for hours to keep track of where it was NPC: What makes you so afraid of them? They do eat all the other creepy-crawlies, after all.",0.08,0.92,0.15,terrified,empathetic
"When I was in middle school, I remember seeing a question on the board and feeling positive that I knew the answer. When all was quiet and the teacher asked if anyone knew the answer, I confidently spoke up, only to be incorrect. PLAYER: When I was in middle school, I remember seeing a question on the board and feeling positive that I knew the answer. When all was quiet and the teacher asked if anyone knew the answer, I confidently spoke up, only to be incorrect NPC: Oh no how did you feel?",0.15,0.55,0.22,embarrassed,empathetic
I wanted to try out a new brand of headphones but instead stuck with the good old Beats. I was loyal to them. PLAYER: I wanted to try out a new brand of headphones but instead stuck with the good old Beats. I was loyal to them. NPC: I usually stick with what I know also,0.72,0.45,0.68,faithful,empathetic
"My son was extremely sick, but I had to be at work so I had to leave him with my mother in law PLAYER: My son was extremely sick but I had to be at work that day so I had to leave him with my mother in law NPC: That sounds awful. I hope he is better now!",0.68,0.38,0.58,trusting,empathetic
"I feel so guilty, I promised my friend I would come to her birthday party but forgot about it. PLAYER: I feel so guilty, I promised my friend I would come to her birthday party but forgot about it NPC: Oh no! Maybe you can get her a gift and some sweets to make up for it?",0.18,0.62,0.32,guilty,empathetic
"I am so happy I just got a new puppy!  PLAYER: I am so happy I just got a new puppy! NPC: Awesome, I bet you're with your puppy all the time now :)",0.88,0.72,0.75,joyful,empathetic
"I saw someone who was making much more money than me doing a very bad job. But I still wished I was on their place and paid as much! PLAYER: I saw someone who was making much more money than me doing a the same thing as me but a very bad job. But I still wished I was on their place and paid as much NPC: I know what you mean, maybe ask if the place is hiring?",0.22,0.68,0.48,jealous,empathetic
My grandmother became sick recently so I have taken some time off work to nurse her. PLAYER: My grandmother became sick recently so I have taken some time off work to nurse her. NPC: Oh no! I'm sorry to hear that. I hope she gets better.,0.5,0.5,0.5,caring,empathetic
"About a year ago, my doctor asked me about an unusual mole on my shoulder.  She got out this special light and said she didn't like the look of it.  She sent me down to a dermatologist and I waited around for a couple hours.  He took a biopsy and I had to wait a week for the results.  It was a long wait. PLAYER: I had a cancer scare last year.  My doctor found a strange mole. I had to wait a week for the biopsy to come back.  It was a long wait! NPC: I can't imagine what that must have felt like. What helped you get through it?",0.18,0.58,0.35,apprehensive,empathetic
"I was ashamed when I decided to drop out of school PLAYER: I felt really guilty when I had to tell my parents I decided to drop out of school. NPC: Did you hear the ""You'll be a ditch-digger"" speech like my brother did?",0.12,0.45,0.18,ashamed,empathetic
"My brother got such a nice Snowboard for his birthday when we were teenagers. I wanted one too, but didn't end up getting what I wanted.  PLAYER: My brother got such a nice Snowboard for his birthday when we were teenagers. I wanted one too, but didn't end up getting what I wanted NPC: That doesn't sound like such a pleasurable memory. Maybe you received a gift your brother always secretly wish he had!",0.22,0.68,0.48,jealous,empathetic
"I am terrified of clows PLAYER: I am terrified of clowns NPC: I'm not afraid of clown myself, but I can absolutely see how they can be terrifying to some people!",0.12,0.83,0.25,afraid,empathetic
"I'm starting a music career professionally and  believe I can do it in alternative industry! PLAYER: I'm starting a music career professionally and believe I can do it in alternative industry! NPC: That is awesome, can you tell me more about what you will be doing?",0.75,0.55,0.78,confident,empathetic
"I am so impressed by my daughter, she won the national spelling bee contest! PLAYER: am so impressed by my daughter, she won the national spelling bee contest! NPC: Wow, she must be a talented child! I'm sure you're so proud of her.",0.72,0.62,0.58,impressed,empathetic
I just finished my last exam and am very relieved to be finished! PLAYER: I just finished my last exam and am very relieved to be finished! NPC: Congrats! That is always a great feeling.,0.68,0.25,0.58,content,empathetic
I studied my drivers test book page to page for two weeks leading up to the test. Went in with all the confidence in the world. PLAYER: I studied my drivers test book page to page for two weeks leading up to the test. Went in with all the confidence in the world NPC: How did that turn out?,0.75,0.55,0.78,confident,empathetic
"Reflecting back on my youth, I remember all the times I'd steal candy bars from the convenience store on the way home from school PLAYER: Reflecting back on my youth, I remember all the times I'd steal candy bars from the convenience store on the way home from school NPC: haha we all did crazy things when we were young! did you ever get caught?",0.12,0.45,0.18,ashamed,empathetic
